hw;repl;events;rate;calc2_S_m;calc2_S_std;calc2_R_m;calc2_R_std;calc5_S_m;calc5_S_std;calc5_R_m;calc5_R_std;minibatchassigner4_S_m;minibatchassigner4_S_std;minibatchassigner4_R_m;minibatchassigner4_R_std;nexmarkq26writer_S_m;nexmarkq26writer_S_std;nexmarkq26writer_R_m;nexmarkq26writer_R_std;sourcedatagen1_S_m;sourcedatagen1_S_std;sourcedatagen1_R_m;sourcedatagen1_R_std;watermarkassigner3_S_m;watermarkassigner3_S_std;watermarkassigner3_R_m;watermarkassigner3_R_std
1-32;1;1000000;100000;0.085189;0.000001;0.082641;0.003790;0.040308;0.000000;0.042559;0.002499;0.066036;0.000000;0.063873;0.003206;0.001324;0.000018;0.001523;0.000320;0.955946;0.000006;0.954044;0.001741;0.072039;0.000000;0.070477;0.005216
1-32;1;2000000;200000;0.119065;0.000000;0.120184;0.002442;0.066825;0.000000;0.063075;0.003292;0.084651;0.000000;0.086135;0.003216;0.002086;0.000009;0.001500;0.000343;0.955949;0.000004;0.954691;0.001333;0.098093;0.000000;0.098896;0.002925
1-32;1;3000000;300000;0.149565;0.000000;0.151447;0.005067;0.082127;0.000000;0.080929;0.004807;0.108930;0.000000;0.106862;0.004469;0.002004;0.000016;0.001832;0.000429;0.955954;0.000001;0.954003;0.001498;0.116752;0.000000;0.116041;0.002656
1-32;1;4000000;400000;0.186365;0.000000;0.182664;0.003860;0.100526;0.000000;0.102428;0.002371;0.128090;0.000000;0.130201;0.003311;0.002480;0.000012;0.001594;0.000441;0.955951;0.000002;0.953556;0.001384;0.142682;0.000000;0.139371;0.003673
1-32;1;5000000;500000;0.232490;0.000000;0.220675;0.004008;0.126995;0.000000;0.116032;0.003498;0.162160;0.000000;0.154251;0.003663;0.001728;0.000005;0.001782;0.000434;0.955953;0.000001;0.952167;0.002179;0.172672;0.000000;0.162367;0.005039
1-32;1;6000000;600000;0.261399;0.000000;0.256860;0.006636;0.148199;0.000000;0.137310;0.003812;0.183580;0.000000;0.179746;0.006095;0.001433;0.000009;0.001747;0.000200;0.955954;0.000001;0.953093;0.002620;0.188921;0.000000;0.187861;0.004978
1-32;1;7000000;700000;0.276451;0.000000;0.283107;0.007630;0.160136;0.000000;0.154366;0.003441;0.205290;0.000000;0.196868;0.003709;0.002386;0.000011;0.001784;0.000267;0.955955;0.000001;0.953433;0.000980;0.199003;0.000000;0.202399;0.006276
1-32;1;8000000;800000;0.336885;0.000001;0.336439;0.007590;0.188027;0.000000;0.184490;0.005555;0.235867;0.000001;0.234279;0.006308;0.001910;0.000007;0.001792;0.000315;0.955953;0.000002;0.952437;0.003498;0.241394;0.000000;0.237131;0.004126
1-32;1;9000000;900000;0.387356;0.000000;0.364869;0.010118;0.214118;0.000000;0.195391;0.002793;0.284061;0.000000;0.258080;0.004342;0.001810;0.000007;0.001844;0.000320;0.955955;0.000001;0.953686;0.001816;0.256999;0.000000;0.255776;0.005401
1-32;1;10000000;1000000;0.396313;0.000001;0.403981;0.007694;0.216786;0.000000;0.214394;0.005965;0.288540;0.000000;0.285688;0.006570;0.002951;0.000008;0.002008;0.000361;0.955955;0.000001;0.952128;0.001897;0.271483;0.000000;0.276596;0.008816
1-32;1;100000000;10000000;0.692866;0.000001;0.684501;0.014024;0.352369;0.000000;0.359135;0.006378;0.477910;0.000001;0.489931;0.009215;0.001804;0.000043;0.001440;0.000170;0.999900;0.000001;0.991902;0.000370;0.461931;0.000001;0.460533;0.008830
1-32;2;100000000;10000000;0.695113;0.000003;0.708044;0.024493;0.361311;0.000001;0.378632;0.015582;0.488584;0.000002;0.516331;0.021494;0.002090;0.000047;0.001716;0.000159;0.975187;0.000003;0.975278;0.010014;0.488328;0.000002;0.495713;0.019753
1-32;4;100000000;10000000;0.803676;0.000008;0.792036;0.037189;0.498394;0.000005;0.521739;0.034439;0.599192;0.000006;0.616668;0.033319;0.003408;0.000118;0.002831;0.000277;0.935466;0.000009;0.910269;0.030499;0.625121;0.000006;0.617108;0.034472
1-32;6;100000000;10000000;0.757774;0.000012;0.786193;0.022473;0.486032;0.000007;0.523842;0.020786;0.556094;0.000009;0.590426;0.014279;0.003935;0.000130;0.003099;0.000625;0.913160;0.000014;0.926580;0.017137;0.588126;0.000009;0.598967;0.016384
1-32;8;100000000;10000000;0.751660;0.000027;0.758796;0.018833;0.466182;0.000017;0.496714;0.014973;0.506626;0.000018;0.530769;0.010256;0.004694;0.000151;0.003348;0.000670;0.929681;0.000033;0.925829;0.013177;0.568472;0.000020;0.567706;0.014339
1-32;10;100000000;10000000;0.824162;0.000042;0.775801;0.011105;0.531002;0.000027;0.516620;0.012329;0.526860;0.000027;0.511186;0.009101;0.006924;0.000236;0.005041;0.000518;0.969635;0.000050;0.917515;0.008722;0.620445;0.000032;0.585441;0.012544
1-32;12;100000000;10000000;0.814245;0.003476;0.770974;0.006242;0.546155;0.002136;0.525838;0.008346;0.539664;0.002111;0.519832;0.007809;0.009196;0.000226;0.006758;0.000861;0.924694;0.001891;0.872233;0.007244;0.616045;0.002488;0.591206;0.007255
1-32;14;100000000;10000000;0.785495;0.006303;0.745661;0.005144;0.525407;0.004216;0.524621;0.006456;0.521284;0.004183;0.520083;0.006283;0.009739;0.000234;0.006840;0.000615;0.888996;0.007134;0.834582;0.004603;0.604162;0.004848;0.582028;0.005389
1-32;16;100000000;10000000;0.758919;0.003678;0.722530;0.005926;0.513814;0.002490;0.513189;0.006230;0.512510;0.002483;0.510873;0.005661;0.008981;0.000316;0.006403;0.000720;0.860561;0.004170;0.810121;0.004716;0.587597;0.002847;0.566514;0.005245
1-32;24;100000000;10000000;0.689650;0.001323;0.662887;0.004259;0.477371;0.000915;0.474061;0.004319;0.476421;0.000914;0.476770;0.004906;0.010304;0.000228;0.007684;0.001809;0.774044;0.001484;0.745334;0.005843;0.540926;0.001037;0.520287;0.004200
1-32;32;100000000;10000000;0.644325;0.001645;0.614474;0.003872;0.458270;0.002018;0.439680;0.006102;0.461664;0.002033;0.444527;0.005182;0.012736;0.000453;0.008099;0.002215;0.753297;0.002486;0.713666;0.005753;0.514635;0.003704;0.481883;0.004722

hw;repl;events;rate;calc2_RMSE;calc2_ACC;calc5_RMSE;calc5_ACC;minibatchassigner4_RMSE;minibatchassigner4_ACC;nexmarkq26writer_RMSE;nexmarkq26writer_ACC;sourcedatagen1_RMSE;sourcedatagen1_ACC;watermarkassigner3_RMSE;watermarkassigner3_ACC
1-32;1;1000000;100000;0.004567;0.969162;0.003363;0.947096;0.003868;0.966143;0.000371;0.869659;0.002580;0.998006;0.005445;0.977831
1-32;1;2000000;200000;0.002687;0.990688;0.004990;0.940540;0.003541;0.982770;0.000678;0.609656;0.001833;0.998682;0.003033;0.991871
1-32;1;3000000;300000;0.005405;0.987571;0.004954;0.985194;0.004924;0.980648;0.000465;0.906371;0.002460;0.997955;0.002749;0.993875
1-32;1;4000000;400000;0.005347;0.979743;0.003040;0.981430;0.003927;0.983783;0.000990;0.443587;0.002766;0.997488;0.004945;0.976246
1-32;1;5000000;500000;0.012477;0.946456;0.011508;0.905515;0.008716;0.948725;0.000435;0.969569;0.004369;0.996023;0.011470;0.936536
1-32;1;6000000;600000;0.008040;0.982326;0.011538;0.920693;0.007200;0.978666;0.000372;0.820456;0.003879;0.996999;0.005090;0.994358
1-32;1;7000000;700000;0.010125;0.976489;0.006719;0.962619;0.009203;0.957219;0.000657;0.662133;0.002705;0.997355;0.007136;0.983221
1-32;1;8000000;800000;0.007603;0.998673;0.006586;0.980831;0.006505;0.993220;0.000341;0.934060;0.004960;0.996309;0.005933;0.982022
1-32;1;9000000;900000;0.024658;0.938369;0.018934;0.904156;0.026341;0.899331;0.000321;0.981667;0.002907;0.997620;0.005538;0.995219
1-32;1;10000000;1000000;0.010862;0.981019;0.006427;0.988842;0.007162;0.990019;0.001010;0.530402;0.004271;0.995981;0.010192;0.981515
1-32;1;100000000;10000000;0.016329;0.987779;0.009299;0.981158;0.015146;0.975464;0.000397;0.747228;0.008006;0.991937;0.008940;0.996964
1-32;2;100000000;10000000;0.027697;0.981736;0.023298;0.954254;0.035098;0.946261;0.000409;0.782363;0.010014;0.999908;0.021088;0.985101
1-32;4;100000000;10000000;0.038968;0.985304;0.041606;0.955255;0.037625;0.971660;0.000640;0.796166;0.039560;0.972319;0.035391;0.987016
1-32;6;100000000;10000000;0.036233;0.963853;0.043147;0.927821;0.037183;0.941853;0.001063;0.730161;0.021767;0.985517;0.019646;0.981899
1-32;8;100000000;10000000;0.020147;0.990596;0.034004;0.938532;0.026229;0.954514;0.001525;0.598215;0.013737;0.995839;0.014364;0.998650
1-32;10;100000000;10000000;0.049614;0.937664;0.018935;0.972162;0.018129;0.969338;0.001982;0.626462;0.052847;0.943194;0.037183;0.940209
1-32;12;100000000;10000000;0.043114;0.943875;0.021526;0.961364;0.021491;0.961850;0.002598;0.639279;0.053307;0.939854;0.026165;0.957984
1-32;14;100000000;10000000;0.039306;0.946578;0.006095;0.998500;0.005740;0.997690;0.002985;0.576309;0.054750;0.934801;0.022580;0.961971
1-32;16;100000000;10000000;0.037198;0.949637;0.006735;0.998782;0.006510;0.996796;0.002682;0.597380;0.050819;0.937736;0.021752;0.962785
1-32;24;100000000;10000000;0.027068;0.959627;0.005392;0.993018;0.004990;0.999267;0.003202;0.658958;0.029097;0.961481;0.020899;0.960332
1-32;32;100000000;10000000;0.030135;0.951420;0.020152;0.957718;0.018171;0.961449;0.005231;0.427427;0.039756;0.944469;0.033070;0.932034

calc2_pearson_rate;calc5_pearson_rate;minibatchassigner4_pearson_rate;nexmarkq26writer_pearson_rate;sourcedatagen1_pearson_rate;watermarkassigner3_pearson_rate
0.998780;0.996721;0.997068;0.418318;0.997543;0.999318

calc2_spearman_par;calc5_spearman_par;minibatchassigner4_spearman_par;nexmarkq26writer_spearman_par;sourcedatagen1_spearman_par;watermarkassigner3_spearman_par
0.818182;0.881818;0.827273;1.000000;0.881818;0.918182
